	Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
27	R-SMAD binding (GO:0070412)	1/19	0.00663198906678106	0.0148606364198688	0	0	184.953703703704	927.700128994203	JUN
28	ephrin receptor binding (GO:0046875)	1/19	0.00663198906678106	0.0148606364198688	0	0	184.953703703704	927.700128994203	ABL1
29	protein serine/threonine kinase activity (GO:0004674)	2/368	0.00666979976127984	0.0148606364198688	0	0	21.4502732240437	107.469417592158	GSK3B;NEK4
30	transcription regulatory region DNA binding (GO:0044212)	2/374	0.0068824396484092	0.0148606364198688	0	0	21.0978494623656	105.041595037222	JUN;NFKB1
31	mitogen-activated protein kinase binding (GO:0051019)	1/20	0.00697999589418079	0.0148606364198688	0	0	175.210526315789	869.868917789248	ABL1
32	adenylyltransferase activity (GO:0070566)	1/21	0.00732789827728551	0.0151137901969014	0	0	166.441666666667	818.238307210298	ABL1
33	actinin binding (GO:0042805)	1/22	0.00767569624028282	0.0151447439491926	0	0	158.507936507937	771.885507856029	NFKB1
34	transition metal ion binding (GO:0046914)	2/399	0.0078018377920083	0.0151447439491926	0	0	19.744080604534	95.8258410138828	NEK4;ABL1
35	NF-kappaB binding (GO:0051059)	1/24	0.00837097899164431	0.0157852746699578	0	0	144.710144927536	692.146371059557	GSK3B
36	actin monomer binding (GO:0003785)	1/25	0.0087184638276748	0.0159838503507371	0	0	138.673611111111	657.633560998	ABL1
37	SH2 domain binding (GO:0042169)	1/26	0.00906584433411521	0.0161715061095028	0	0	133.12	626.09548144397	ABL1
38	metal ion binding (GO:0046872)	2/442	0.00950753409109559	0.0165130855266397	0	0	17.7754545454545	82.7566634834943	ABL1;FOXK2
