	Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
31	regulation of extent of cell growth (GO:0061387)	1/6	0.00209838728197325	0.0189144585548724	0	0	666.266666666667	4108.59082569121	ABL1
32	negative regulation of glycogen biosynthetic process (GO:0045719)	1/6	0.00209838728197325	0.0189144585548724	0	0	666.266666666667	4108.59082569121	GSK3B
33	negative regulation of sterol transport (GO:0032372)	1/6	0.00209838728197325	0.0189144585548724	0	0	666.266666666667	4108.59082569121	NFKB1
34	regulation of canonical Wnt signaling pathway (GO:0060828)	2/213	0.0022886874342999	0.0189144585548724	0	0	37.5014218009479	228.000274177557	GSK3B;NFKB1
35	regulation of cell cycle (GO:0051726)	2/215	0.00233119177456319	0.0189144585548724	0	0	37.1455399061033	225.153071127976	JUN;NEK4
36	positive regulation of transcription from RNA polymerase II promoter (GO:0045944)	3/848	0.00233841669678208	0.0189144585548724	0	0	16.9952662721893	102.96210221265	JUN;FOXK2;NFKB1
37	regulation of vitamin D biosynthetic process (GO:0060556)	1/7	0.0024477534600423	0.0189144585548724	0	0	555.194444444444	3338.15358342286	NFKB1
38	regulation of calcidiol 1-monooxygenase activity (GO:0060558)	1/7	0.0024477534600423	0.0189144585548724	0	0	555.194444444444	3338.15358342286	NFKB1
39	ER overload response (GO:0006983)	1/7	0.0024477534600423	0.0189144585548724	0	0	555.194444444444	3338.15358342286	GSK3B
40	regulation of microtubule binding (GO:1904526)	1/7	0.0024477534600423	0.0189144585548724	0	0	555.194444444444	3338.15358342286	ABL1
41	negative regulation of glycogen metabolic process (GO:0070874)	1/7	0.0024477534600423	0.0189144585548724	0	0	555.194444444444	3338.15358342286	GSK3B
42	regulation of glycogen (starch) synthase activity (GO:2000465)	1/7	0.0024477534600423	0.0189144585548724	0	0	555.194444444444	3338.15358342286	GSK3B
43	regulation of Cdc42 protein signal transduction (GO:0032489)	1/7	0.0024477534600423	0.0189144585548724	0	0	555.194444444444	3338.15358342286	ABL1
44	regulation of protein localization to centrosome (GO:1904779)	1/7	0.0024477534600423	0.0189144585548724	0	0	555.194444444444	3338.15358342286	GSK3B
45	activation of protein kinase activity (GO:0032147)	2/233	0.00273062567328337	0.0194078593717494	0	0	34.2199134199134	202.00783168838	NEK4;ABL1
46	negative regulation of monooxygenase activity (GO:0032769)	1/8	0.00279701502710506	0.0194078593717494	0	0	475.857142857143	2797.66050021554	NFKB1
47	DNA damage induced protein phosphorylation (GO:0006975)	1/8	0.00279701502710506	0.0194078593717494	0	0	475.857142857143	2797.66050021554	ABL1
48	cellular response to angiotensin (GO:1904385)	1/8	0.00279701502710506	0.0194078593717494	0	0	475.857142857143	2797.66050021554	NFKB1
49	regulation of type B pancreatic cell development (GO:2000074)	1/8	0.00279701502710506	0.0194078593717494	0	0	475.857142857143	2797.66050021554	GSK3B
50	response to dopamine (GO:1903350)	1/9	0.00314617197276363	0.0204892458794872	0	0	416.354166666667	2398.8531813702	ABL1
51	cellular response to dopamine (GO:1903351)	1/9	0.00314617197276363	0.0204892458794872	0	0	416.354166666667	2398.8531813702	ABL1
52	negative regulation of alcohol biosynthetic process (GO:1902931)	1/9	0.00314617197276363	0.0204892458794872	0	0	416.354166666667	2398.8531813702	NFKB1
53	positive regulation of programmed cell death (GO:0043068)	2/257	0.003310147582869	0.0204892458794872	0	0	30.961568627451	176.814165170832	JUN;ABL1
54	negative regulation of transcription from RNA polymerase II promoter in response to stress (GO:0097201)	1/10	0.003495224297089	0.0204892458794872	0	0	370.074074074074	2093.27134911451	JUN
55	regulation of phospholipase C activity (GO:1900274)	1/10	0.003495224297089	0.0204892458794872	0	0	370.074074074074	2093.27134911451	ABL1
56	positive regulation of lipid localization (GO:1905954)	1/10	0.003495224297089	0.0204892458794872	0	0	370.074074074074	2093.27134911451	NFKB1
57	negative regulation of cholesterol transport (GO:0032375)	1/10	0.003495224297089	0.0204892458794872	0	0	370.074074074074	2093.27134911451	NFKB1
58	regulation of DNA-templated transcription, initiation (GO:2000142)	1/10	0.003495224297089	0.0204892458794872	0	0	370.074074074074	2093.27134911451	JUN
59	regulation of programmed cell death (GO:0043067)	2/268	0.00359352563385729	0.0207084528052793	0	0	29.6646616541353	166.971152011388	NEK4;ABL1
60	cellular response to oxygen-containing compound (GO:1901701)	2/274	0.00375276789361166	0.0209494751757516	0	0	29.0014705882353	161.980800202773	JUN;NFKB1
61	cellular protein modification process (GO:0006464)	3/1001	0.00375858231094368	0.0209494751757516	0	0	14.2747995991984	79.7063903416828	GSK3B;NEK4;ABL1
62	negative regulation of protein localization to nucleus (GO:1900181)	1/11	0.00384417200458596	0.0210809432509553	0	0	333.05	1852.15667504623	GSK3B
63	response to interleukin-6 (GO:0070741)	1/12	0.00419301510496052	0.021600380843736	0	0	302.757575757576	1657.3964565725	NFKB1
64	negative regulation of epithelial cell differentiation (GO:0030857)	1/12	0.00419301510496052	0.021600380843736	0	0	302.757575757576	1657.3964565725	GSK3B
65	cellular glucan metabolic process (GO:0006073)	1/12	0.00419301510496052	0.021600380843736	0	0	302.757575757576	1657.3964565725	GSK3B
66	negative regulation by host of viral transcription (GO:0043922)	1/12	0.00419301510496052	0.021600380843736	0	0	302.757575757576	1657.3964565725	JUN
67	negative regulation of ubiquitin-protein transferase activity (GO:0051444)	1/13	0.00454175360916762	0.0223796554654636	0	0	277.513888888889	1497.03260111151	ABL1
68	regulation of cell aging (GO:0090342)	1/13	0.00454175360916762	0.0223796554654636	0	0	277.513888888889	1497.03260111151	NEK4
69	regulation of oxidoreductase activity (GO:0051341)	1/13	0.00454175360916762	0.0223796554654636	0	0	277.513888888889	1497.03260111151	ABL1
70	positive regulation of apoptotic process (GO:0043065)	2/307	0.00468703726001153	0.0227656095486274	0	0	25.8203278688525	138.473246386889	JUN;ABL1
71	regulation of lymphocyte differentiation (GO:0045619)	1/14	0.0048903875335644	0.022776528108137	0	0	256.153846153846	1362.86237043318	ABL1
72	positive regulation of vascular smooth muscle cell proliferation (GO:1904707)	1/14	0.0048903875335644	0.022776528108137	0	0	256.153846153846	1362.86237043318	JUN
73	regulation of synapse organization (GO:0050807)	1/14	0.0048903875335644	0.022776528108137	0	0	256.153846153846	1362.86237043318	ABL1
74	positive regulation of protein export from nucleus (GO:0046827)	1/15	0.00523891689414434	0.022776528108137	0	0	237.845238095238	1249.0776854949	GSK3B
75	cellular response to DNA damage stimulus (GO:0006974)	2/329	0.0053642334460144	0.022776528108137	0	0	24.0562691131498	125.766218071523	NEK4;ABL1
76	positive regulation of macrophage derived foam cell differentiation (GO:0010744)	1/16	0.00558734170782148	0.022776528108137	0	0	221.977777777778	1151.45459385024	NFKB1
77	negative regulation of steroid biosynthetic process (GO:0010894)	1/16	0.00558734170782148	0.022776528108137	0	0	221.977777777778	1151.45459385024	NFKB1
78	positive regulation of DNA-templated transcription, initiation (GO:2000144)	1/16	0.00558734170782148	0.022776528108137	0	0	221.977777777778	1151.45459385024	JUN
79	platelet-derived growth factor receptor signaling pathway (GO:0048008)	1/17	0.00593566199512446	0.022776528108137	0	0	208.09375	1066.85019229932	ABL1
80	positive regulation by host of viral transcription (GO:0043923)	1/17	0.00593566199512446	0.022776528108137	0	0	208.09375	1066.85019229932	JUN
81	positive regulation of nitrogen compound metabolic process (GO:0051173)	1/17	0.00593566199512446	0.022776528108137	0	0	208.09375	1066.85019229932	NFKB1
82	negative regulation of cell development (GO:0010721)	1/17	0.00593566199512446	0.022776528108137	0	0	208.09375	1066.85019229932	GSK3B
83	positive regulation of focal adhesion assembly (GO:0051894)	1/17	0.00593566199512446	0.022776528108137	0	0	208.09375	1066.85019229932	ABL1
84	negative regulation of phosphoprotein phosphatase activity (GO:0032515)	1/17	0.00593566199512446	0.022776528108137	0	0	208.09375	1066.85019229932	GSK3B
85	response to purine-containing compound (GO:0014074)	1/17	0.00593566199512446	0.022776528108137	0	0	208.09375	1066.85019229932	JUN
86	regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901028)	1/17	0.00593566199512446	0.022776528108137	0	0	208.09375	1066.85019229932	GSK3B
87	positive regulation of metabolic process (GO:0009893)	1/18	0.0062838777740326	0.022776528108137	0	0	195.843137254902	992.879272061154	ABL1
88	positive regulation of actin cytoskeleton reorganization (GO:2000251)	1/18	0.0062838777740326	0.022776528108137	0	0	195.843137254902	992.879272061154	ABL1
89	regulation of microtubule polymerization or depolymerization (GO:0031110)	1/18	0.0062838777740326	0.022776528108137	0	0	195.843137254902	992.879272061154	ABL1
90	response to organophosphorus (GO:0046683)	1/18	0.0062838777740326	0.022776528108137	0	0	195.843137254902	992.879272061154	JUN
91	positive regulation of carbohydrate metabolic process (GO:0045913)	1/18	0.0062838777740326	0.022776528108137	0	0	195.843137254902	992.879272061154	NFKB1
92	negative regulation of protein dephosphorylation (GO:0035308)	1/18	0.0062838777740326	0.022776528108137	0	0	195.843137254902	992.879272061154	GSK3B
93	regulation of long-term synaptic potentiation (GO:1900271)	1/19	0.00663198906678106	0.022776528108137	0	0	184.953703703704	927.700128994203	ABL1
94	excitatory postsynaptic potential (GO:0060079)	1/19	0.00663198906678106	0.022776528108137	0	0	184.953703703704	927.700128994203	GSK3B
95	positive regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902895)	1/19	0.00663198906678106	0.022776528108137	0	0	184.953703703704	927.700128994203	JUN
96	extrinsic apoptotic signaling pathway in absence of ligand (GO:0097192)	1/19	0.00663198906678106	0.022776528108137	0	0	184.953703703704	927.700128994203	GSK3B
97	positive regulation of oxidoreductase activity (GO:0051353)	1/19	0.00663198906678106	0.022776528108137	0	0	184.953703703704	927.700128994203	ABL1
98	positive regulation of adherens junction organization (GO:1903393)	1/19	0.00663198906678106	0.022776528108137	0	0	184.953703703704	927.700128994203	ABL1
99	positive regulation of lipid storage (GO:0010884)	1/19	0.00663198906678106	0.022776528108137	0	0	184.953703703704	927.700128994203	NFKB1
100	regulation of cholesterol transport (GO:0032374)	1/20	0.00697999589418079	0.0234970158814007	0	0	175.210526315789	869.868917789248	NFKB1
101	regulation of glycogen biosynthetic process (GO:0005979)	1/20	0.00697999589418079	0.0234970158814007	0	0	175.210526315789	869.868917789248	GSK3B
102	energy reserve metabolic process (GO:0006112)	1/21	0.00732789827728551	0.0239565905218949	0	0	166.441666666667	818.238307210298	GSK3B
103	cellular response to alkaloid (GO:0071312)	1/21	0.00732789827728551	0.0239565905218949	0	0	166.441666666667	818.238307210298	NFKB1
104	response to nicotine (GO:0035094)	1/21	0.00732789827728551	0.0239565905218949	0	0	166.441666666667	818.238307210298	NFKB1
105	beta-catenin destruction complex disassembly (GO:1904886)	1/22	0.00767569624028282	0.0241411728621304	0	0	158.507936507937	771.885507856029	GSK3B
106	regulation of microtubule cytoskeleton organization (GO:0070507)	1/23	0.00802338980417862	0.0241411728621304	0	0	151.295454545455	730.06022058339	GSK3B
107	positive regulation of cell junction assembly (GO:1901890)	1/23	0.00802338980417862	0.0241411728621304	0	0	151.295454545455	730.06022058339	ABL1
108	cellular response to interleukin-6 (GO:0071354)	1/23	0.00802338980417862	0.0241411728621304	0	0	151.295454545455	730.06022058339	NFKB1
109	cellular response to catecholamine stimulus (GO:0071870)	1/23	0.00802338980417862	0.0241411728621304	0	0	151.295454545455	730.06022058339	ABL1
110	cellular response to ammonium ion (GO:0071242)	1/23	0.00802338980417862	0.0241411728621304	0	0	151.295454545455	730.06022058339	ABL1
111	negative regulation of viral transcription (GO:0032897)	1/23	0.00802338980417862	0.0241411728621304	0	0	151.295454545455	730.06022058339	JUN
112	negative regulation of transcription factor import into nucleus (GO:0042992)	1/23	0.00802338980417862	0.0241411728621304	0	0	151.295454545455	730.06022058339	GSK3B
113	cellular response to amyloid-beta (GO:1904646)	1/23	0.00802338980417862	0.0241411728621304	0	0	151.295454545455	730.06022058339	GSK3B
114	negative regulation of programmed cell death (GO:0043069)	2/408	0.00814591300094357	0.0242948282484282	0	0	19.2975369458128	92.8257638516735	GSK3B;NFKB1
115	membrane protein intracellular domain proteolysis (GO:0031293)	1/24	0.00837097899164431	0.0245356280789575	0	0	144.710144927536	692.146371059557	NFKB1
116	regulation of cellular senescence (GO:2000772)	1/24	0.00837097899164431	0.0245356280789575	0	0	144.710144927536	692.146371059557	NEK4
117	signal transduction in response to DNA damage (GO:0042770)	1/25	0.0087184638276748	0.0247023141784119	0	0	138.673611111111	657.633560998	ABL1
118	regulation of vascular smooth muscle cell proliferation (GO:1904705)	1/25	0.0087184638276748	0.0247023141784119	0	0	138.673611111111	657.633560998	JUN
119	negative regulation of cellular protein localization (GO:1903828)	1/25	0.0087184638276748	0.0247023141784119	0	0	138.673611111111	657.633560998	GSK3B
120	response to amyloid-beta (GO:1904645)	1/25	0.0087184638276748	0.0247023141784119	0	0	138.673611111111	657.633560998	GSK3B
121	regulation of pri-miRNA transcription from RNA polymerase II promoter (GO:1902893)	1/26	0.00906584433411521	0.0250600575089363	0	0	133.12	626.09548144397	JUN
122	regulation of microtubule-based process (GO:0032886)	1/26	0.00906584433411521	0.0250600575089363	0	0	133.12	626.09548144397	GSK3B
123	regulation of supramolecular fiber organization (GO:1902903)	1/26	0.00906584433411521	0.0250600575089363	0	0	133.12	626.09548144397	ABL1
124	modulation by host of viral transcription (GO:0043921)	1/27	0.00941312053617665	0.0254004839865084	0	0	127.99358974359	597.173389417304	JUN
125	positive regulation of substrate adhesion-dependent cell spreading (GO:1900026)	1/27	0.00941312053617665	0.0254004839865084	0	0	127.99358974359	597.173389417304	ABL1
126	regulation of protein localization to nucleus (GO:1900180)	1/27	0.00941312053617665	0.0254004839865084	0	0	127.99358974359	597.173389417304	GSK3B
127	cellular response to hydrogen peroxide (GO:0070301)	1/28	0.00976029245561303	0.0259257768352221	0	0	123.246913580247	570.56331831325	ABL1
128	dopamine receptor signaling pathway (GO:0007212)	1/28	0.00976029245561303	0.0259257768352221	0	0	123.246913580247	570.56331831325	GSK3B
