Term	Type	Overlap	P.value	Adjusted.P.value	Genes
AHDC1	EnrichR	34/299	0.000204273093710405	0.000643871784387559	ERRFI1;NFIX;CHD7;ATN1;AGAP1;IRS2;FOXK1;FOXO3;FOXO1;IRF2BPL;RAI1;RUSC2;CCND1;SPEN;TLE3;CREBBP;JUN;GADD45B;NCOA6;CD3EAP;ARID5B;NR1D1;FOS;ARID1A;ARID1B;FOSL2;NCOR2;SPSB1;KLF6;NFIC;AGO2;RARA;ARHGEF2;TCF3
AHR	EnrichR	35/299	9.34614219721808e-05	0.000330281534320581	ERRFI1;CITED2;NEDD9;ADM;IRS2;ANTXR2;ETS1;NFIL3;CCND1;PDE4B;KLF10;XBP1;JUN;GADD45B;TIPARP;F2R;LIF;CD3EAP;ARID5B;FOS;KLF4;F3;GEM;NFKB1;KLF2;RUNX1;FOSL2;NR4A2;NFKBIA;NR4A1;ZEB2;KLF6;PALLD;CDC42EP3;ATF3
AHR	human tf ARCHS4 coexpression	31/299	0.00175962519728636	0.0121343753604867	CSRNP1;ITPRIP;WDR1;NUFIP2;ABHD2;RNF19B;STX11;ITPRIPL2;CHST11;IRAK2;ZC3H12A;LONRF3;ST3GAL1;AGFG1;ANKRD28;ABCC1;KDM2A;TIPARP;GAB2;TICAM1;ETV3;KLF4;NFKB1;RUNX1;NFKBIA;KLF6;RNF169;RAPGEF1;RBMS1;TACC1;OTUD1
AIRE	EnrichR	29/299	0.00626042384336731	0.0118138042044245	OSER1;ACHE;ANKRD33B;ADM;GATA3;FOXO1;GJC1;NFIL3;GBX2;CCND1;XBP1;JUN;KCNH4;GADD45B;F2R;LIF;CD3EAP;FOS;KLF4;NFKB1;KLF2;RUNX1;FOSL2;NFKB2;NFKBIA;KLF6;CREB1;ATF3;ATF4
AKAP8	EnrichR	38/299	7.44634547404611e-06	3.62010185334276e-05	OTUD4;TCERG1;YTHDC1;SRRT;ETS1;WDR43;SYNCRIP;STK10;LARP1;CCND1;PUF60;RRS1;SAFB2;ABL1;RRP12;CCNL1;ABCF1;FNBP4;SPEN;NOP56;JUN;CPSF6;GADD45B;NSUN2;CD3EAP;FOS;RRP1B;SAFB;ARID1A;YWHAZ;CDC25A;CHERP;NFKBIA;SRSF2;ARHGEF2;FKBP4;SRSF7;RAN
AKAP8L	human tf ARCHS4 coexpression	33/299	0.000432558110059383	0.00374738784795164	CRTC2;SRRT;ATN1;AKAP17A;NOP9;STRN4;SART1;SBNO2;FZR1;KLC2;SAFB2;AKT1;FAM53B;ANKRD52;SBF1;SCYL1;RNF44;CLUH;REXO1;SCRIB;CSNK1D;SAFB;KLF16;ARFGAP1;CHERP;NCOR2;ASXL1;CNOT3;ZNF316;ZNF777;ARHGEF2;ZNF598;RABL6
ALX1	EnrichR	33/299	0.000432558110059383	0.00121440865809494	OSER1;ONECUT2;FIGN;GATA3;GATA2;ETS1;GLI3;GBX2;CCND1;OTX1;RUNX1T1;JUN;TFAP2C;FOXF2;SYT1;IRX5;EYA4;FZD9;ARID5B;FOS;SULF1;KLF4;RUNX3;ZFHX4;FOXP2;RUNX1;TBX2;NR4A2;ZEB2;NR4A3;PAPPA;KIF26B;ATF3
ALX3	EnrichR	29/299	0.00626042384336731	0.0118138042044245	OSER1;NFIX;ONECUT2;ADM;GATA3;GATA2;NPPC;GBX2;OTX1;SCARF2;JUN;TFAP2C;GADD45B;FOXF2;IRX5;FZD9;TBR1;FOS;RUNX3;ADRA2A;RUNX1;TBX2;NR4A2;ACTA1;PAX8;KIF26B;LGALS12;LHX6;ATF3
ALX4	EnrichR	30/299	0.00337615827434605	0.00697523216104388	OSER1;ONECUT2;GATA3;ETS1;LTBP1;NTN1;GLI3;GLI2;NPPC;GBX2;CCND1;ALX3;RUNX1T1;TFAP2C;FOXF2;IRX5;EYA4;FZD9;FOS;KLF4;RUNX3;ESR1;RUNX1;TBX2;NR4A2;ZEB2;PAPPA;KIF26B;LHX6;ATF3
ANAPC2	human tf ARCHS4 coexpression	32/299	0.000886890618510741	0.00685649966956286	SRRT;NOP9;STRN4;SART1;SBNO2;FZR1;IRAK1;AKT1;FAM53B;ANKRD52;SBF1;GIT1;SCYL1;RNF44;CLUH;KDM2A;REXO1;ANXA11;SCRIB;CSNK1D;KLF16;ARFGAP1;CHERP;NCOR2;LRFN4;ADAM15;CNOT3;RAPGEF1;ZNF316;ARHGEF2;ZNF598;RABL6
AR	CHEA	84/1095	0.00858586053232941	0.0194200119101577	KCNG1;ERRFI1;FAF1;TCF20;IRS2;FBL;NETO1;LEPR;ANKRD1;ANKFY1;LRRFIP2;CCNL1;RBM33;KDM6A;ABCC1;PDE4D;GAB1;RFX3;CTPS1;CDYL;RGMB;CDC25A;FOXP2;CDYL2;FRMD3;LARS2;ITPKC;TIAM1;RFX6;KIF2A;PALLD;NUP50;PARD3;CDC42EP3;IRF2;RBMS1;FAM193A;PDE9A;PAXIP1;ABHD2;ASAP1;ZC3HAV1;RASAL2;ADRB2;NTN1;RLF;ZBTB2;AKAP1;RIC8B;CHST11;CHSY1;VTI1A;RPRD1B;IP6K3;SPECC1;ZNF341;ACBD6;STARD13;IRX5;GADD45B;WTAP;SPRY4;ZBTB10;ZFHX4;ACVR2A;KLF2;TBX2;CHERP;ABTB2;ARHGAP32;KLF6;TMEM11;ETNK1;WNK2;NEDD4;NFIC;NUP35;AMOTL1;CPEB3;PDE7A;KBTBD8;APBA2;FERMT2;LRP12
ARGFX	EnrichR	33/299	0.000432558110059383	0.00121440865809494	RAB3C;CCNT2;FBXO45;NDST1;NPPC;SBNO1;ZNF609;AKT1;STUM;RUNX1T1;ABCG8;TMEM120B;TIMM8A;SYT1;WTAP;RCC2;ARHGAP26;ESR1;YWHAZ;KLF16;KLF2;RUNX1;FOSL2;ABHD15;TIAM1;KLF7;ISL2;KLF6;NFIC;ZNF74;ORAI2;AAK1;RPL28
AR	human tf ARCHS4 coexpression	32/299	0.000886890618510741	0.00685649966956286	ANKRD13B;NFIX;ABHD2;AMD1;ATN1;TCF20;IRS2;GATA2;EVPL;ARHGAP6;FAM83H;RAI1;ZNF609;ZNF608;LARP1;KLC2;NETO1;SPTBN2;SCYL1;CLUH;KDM2A;GALNT3;ZBTB10;NCOR2;ASXL1;FAM160A1;ARHGAP32;LRFN4;WNK2;SARM1;ZNF614;PDE9A
ARID2	EnrichR	36/299	4.14537433664243e-05	0.000160679937688325	OTUD4;RIF1;CITED2;ROCK2;CHD7;ARID4B;IRS2;ASAP1;FOXO3;CHD1;FOXO1;CCND1;RBBP6;KDM6A;SPEN;CREBBP;JUN;FBXW7;TET2;CD3EAP;ARID5B;NUP153;FOS;ARID1A;YWHAZ;ARID1B;PUM2;ZEB2;CLIP1;KLF6;ZEB1;CREB1;ETNK1;KAT6A;AGO2;CLOCK
ARID3A	EnrichR	39/299	3.01901468331665e-06	1.61357896583477e-05	ERRFI1;CSRNP1;NFIX;CITED2;CHD7;ADM;IRS2;FOXO3;ETS1;FOXO1;SBNO2;NFIL3;CCND1;LDLR;TLE3;JUN;GADD45B;LIF;CD3EAP;ARID5B;FOS;ARID3B;KLF4;NFKB1;RUNX1;FOSL2;NFKB2;FOSL1;NCOR2;NR4A2;NFKBIA;NR4A1;KLF6;NFIC;AGO2;RARA;ARHGEF2;TCF3;ATF3
ARID3A	hg19	143/2000	0.00924431811995505	0.0380977958882996	ZNF451;CCNH;ATN1;GCC1;RRP8;CDC14A;IPO4;YY1;SYDE2;FAM122A;CNST;CCND1;KIF5B;CFL2;CDC27;LUC7L;ZNF689;PXDC1;ARID5B;TBR1;CSNK1D;WRNIP1;CCNB1IP1;ERN1;TMEM126A;GEMIN4;ZNF317;GEMIN5;GEMIN6;SRFBP1;ZNF556;CLOCK;RPL28;ZNF276;CDC42SE1;IPPK;ZCCHC8;LRRC59;CDCA4;YTHDC1;ABHD2;STK39;CLEC16A;TAF5L;FBXO42;ITPRIPL2;SPATA5L1;ZC3H13;ATG5;SPECC1;ZNF143;JUN;CPSF6;TIPARP;KLHL28;NFKB1;ABTB2;AIMP2;COPS3;NPLOC4;NR4A3;SYNJ1;RFXAP;NDUFAF2;ZNF778;AMOTL2;NOL11;CPEB3;FARSA;ZNF653;FERMT2;FARSB;CSRNP1;NXT1;OGG1;AP4E1;RND1;TCHP;FUNDC2;SYNCRIP;NHSL1;NOB1;ANKRD1;RRP12;RRP15;NDEL1;CCT2;NCOA5;NSUN5;TEX10;NSUN3;ZFR;GAB1;AEN;SAFB;TERF2;ARFGAP1;WRAP73;TBC1D2;RAD51C;NUP50;CNKSR3;IRF2;ATG4B;RBMS1;KIFC3;RNF166;WDR25;ZNF593;NUFIP1;SRRT;NOC4L;CPN2;GK5;NT5C;RASD1;ARL13B;TAF1B;ASTE1;CHSY1;KCTD21;KIAA0753;ZNF746;ANKRD52;ZNF620;EXOSC2;CNBP;CEP152;SAAL1;RSRC2;FAM104A;NLE1;FBXL12;KANSL2;NEURL3;NEDD4;SRRD;ZNF614;FAU;ABCE1;ASB3;CKLF;OTUD3
ARID5B	EnrichR	37/299	1.78342038901787e-05	7.67316622374937e-05	ERRFI1;CSRNP1;CITED2;NEDD9;ADM;IRS2;FOXO3;ETS1;FOXO1;NFIL3;CCND1;PDE4B;ST3GAL1;LDLR;KLF10;XBP1;JUN;GADD45B;TIPARP;PDE4D;CD3EAP;FOS;CFLAR;KLF4;F3;KLF2;RUNX1;FOSL2;NR4A2;NFKBIA;NR4A1;KLF7;ZEB2;KLF6;PALLD;CDC42EP3;ATF3
ARNT2	EnrichR	30/299	0.00337615827434605	0.00697523216104388	FHOD3;CEMIP;NFIX;NEDD9;ADM;IRS2;ETS1;GLI3;GLI2;NPPC;CHST11;CCND1;STC2;CHN1;PDE4B;JUN;SYT1;FZD9;ARID5B;NRG1;FOS;SULF1;KLF4;F3;CORO2B;NR4A2;NR4A3;LGALS12;ATF3;RAI14
ARNT	EnrichR	43/299	6.14141979561026e-08	5.71318025310554e-07	CITED2;ROCK2;ARID4B;IRS2;FOXO3;ETS1;FOXO1;YY1;CCND1;AKT1;TEAD1;LDLR;KLF10;SPEN;CREBBP;XBP1;JUN;CD3EAP;ARID5B;FOS;CFLAR;ARID1A;KLF4;ESR1;NFKB1;RUNX1;FOSL2;NCOR2;NR4A1;ZEB2;KLF6;ZEB1;CREB1;NFIC;KAT6A;IRF2;REL;RARA;TCF3;RAF1;CLOCK;ATF3;ATF4
ARNT	Human	5/20	0.0052953661898693	0.411127700534331	JUN;CCNE1;FOS;ESR1;RELB
ARNTL2	human tf ARCHS4 coexpression	33/299	0.000432558110059383	0.00374738784795164	ERRFI1;LRRC59;ARHGEF28;CLTB;ASAP2;WDR43;LMNB2;FSTL3;ITPRIPL2;FAM83G;CCND1;IRAK1;LDLR;LAMB3;GALNT3;ITGA3;RIPK4;CTPS1;SYNJ2;F3;EREG;FOSL1;FERMT1;TFDP1;GJB3;PARD3;CLCF1;OTULIN;NFE2L3;TFAM;ABCE1;AJUBA;RAI14
ARNTL	EnrichR	45/299	7.43635291574737e-09	8.82618163310429e-08	ERRFI1;CSRNP1;CITED2;NEDD9;ADM;IRS2;ADRB2;FOXO3;ETS1;FOXO1;NFIL3;CCND1;NOCT;PDE4B;LDLR;KLF10;XBP1;JUN;GADD45B;TIPARP;F2R;CD3EAP;ARID5B;NR1D2;NR1D1;FOS;KLF4;F3;GEM;KLF2;RUNX1;FOSL2;ABTB2;NR4A2;NFKBIA;NR4A1;WEE1;KLF6;ZEB1;CDC42EP3;RARA;CRY1;CLOCK;RETREG1;ATF3
ASCL1	EnrichR	30/299	0.00337615827434605	0.00697523216104388	RAB3C;SPON1;ADCYAP1R1;KCNC1;ONECUT2;ADM;GATA3;NTN1;NPPC;CCND1;TEAD1;RUNX1T1;JUN;TFAP2C;SYT1;FZD9;NRG1;FOS;SULF1;KLF4;ESR1;ADRA2A;RUNX1;FOSL2;NR4A2;ZEB2;RFX4;SCG2;ATF3;CDK5R1
ASCL2	EnrichR	35/299	9.34614219721808e-05	0.000330281534320581	OSER1;NFIX;CITED2;CDCA7;ADM;GATA3;GATA2;ETS1;OASL;NPPC;RASD1;CCND1;STC2;JUN;TFAP2C;GADD45B;TESC;SPHK1;FZD9;LIF;FOS;KLF4;RUNX3;ESR1;ADRA2A;KLF2;RUNX1;FOSL2;FOSL1;NR4A2;KLF6;LGALS12;RARA;NFE2L3;ATF3
ASH1L	EnrichR	30/299	0.00337615827434605	0.00697523216104388	RIF1;NUFIP2;ROCK2;CHD7;ARID4B;CHD1;SBNO1;RAI1;KIF5B;SPEN;CREBBP;JUN;NCOA6;FBXW7;ZFR;TET2;CD3EAP;ARID5B;FOS;ARID1A;ARID1B;TANC2;PUM2;NCOR2;KAT6A;AGO2;WAC;AAK1;INTS6;CLOCK
ASH1L	human tf ARCHS4 coexpression	30/299	0.00337615827434605	0.0208619959318014	INTU;NUFIP2;ROCK2;FOXK1;PURA;ZNF609;PCNX1;CFAP69;RBM33;SPEN;CREBBP;ZNF382;KCNB1;STARD9;ADAM32;LMTK2;CFLAR;ARHGAP26;ARID1B;TANC2;ARHGAP32;CLIP1;RNF169;KANSL1;NEDD4;KAT6A;ZNF736;SARM1;AAK1;CDK12
ATF1	EnrichR	36/299	4.14537433664243e-05	0.000160679937688325	TCERG1;CITED2;FOXO3;ETS1;CHD1;YY1;CCND1;RRS1;ABL1;KLF10;SPEN;XBP1;JUN;GADD45B;CNBP;FOXJ3;CD3EAP;ARID5B;FOS;CFLAR;LARP4;KLF4;YWHAZ;CDC25A;NFKB1;RUNX1;FOSL2;FOSL1;NFKBIA;KLF6;CREB1;TFDP1;FKBP4;ATF3;RAN;ATF4
ATF2	ENCODE	207/2852	0.000815096241365458	0.00266711631614579	RPL32;CCNH;LRR1;RRP1;GCC1;RRP8;CNST;ANKFY1;CEP95;CCNL1;FNBP4;ABT1;GIN1;WDR74;CD3EAP;WDR75;CSNK1D;SCRIB;RC3H2;PDE12;TMEM126A;NUP98;ATF4;OSER1;ANAPC10;RIC8B;VTI1A;RCE1;NRBF2;ATG5;ZNF143;JUN;ZNF263;GADD45B;NR1D2;PA2G4;FOSL2;FOSL1;FAM135A;NDUFAF5;SPRTN;NDUFAF3;INTS6;NOL11;CDK12;CPEB3;LIN54;CSRNP1;ZNF250;CITED2;FASTKD2;PAK1IP1;FAF1;CLTB;OSBPL11;ZNF48;SYNCRIP;CHAF1A;ACTR1B;RIOK2;TEAD1;RRP15;CCT2;ZNF121;WDR36;NSUN3;FOS;TFB2M;NME1;LSG1;RNF169;PTRH2;RPUSD2;FRG1;ARHGEF2;TLCD1;GART;STK40;WDR25;ZNF593;CTDP1;NIP7;ATL2;SRRT;AKAP8;NOL8;NOC4L;SCARNA16;AKAP1;NT5C;GGA1;EXOSC9;CCT5;CCT4;YTHDF2;RANBP9;RSRC2;ADAT2;NR6A1;RFWD3;SRRD;ZNF574;ZNF330;RIF1;ZBTB21;JADE1;ARID4B;IPO4;FAM216A;TBC1D30;PDE8A;ZNF200;TLE3;RNF44;FBXW11;LEMD3;CCNB1IP1;GEM;SRSF2;TBC1D25;RAF1;SRSF7;KLHL18;IPPK;ZCCHC8;LRRC59;RPS19BP1;YTHDC1;ISG20L2;FOXO3;FAM83E;ORC1;ZNF668;ZNF547;RPRD1B;COA4;NOP14;FBXO38;ZBTB10;NUP153;TIMM44;ZBTB11;FOXN2;ARHGAP26;NFKB2;ZC3HC1;CLK1;NR4A2;COPS3;NR4A3;TCF3;ZNF410;NFKBIB;SCYL3;RBM26;WDR1;WDR4;CDC73;IRF2BPL;SART1;SPRED2;ZNF408;NUP62;ZNF527;PDE4A;ZNF764;KLF11;RBM15;TBP;CHUK;RAD23A;SYNGR3;ARID1A;YWHAZ;SUPV3L1;CREB1;LANCL2;NUFIP1;NUFIP2;SRF;IWS1;TAF1D;FZR1;PUF60;KCTD21;TDG;LRRC8A;REPS1;FEM1A;WTAP;KRR1;CNBP;FOXJ3;ADRM1;ARID3A;ASXL1;IRGQ;KLF7;KLF6;NECAP1;KANSL2;ZNF614;TAF8;NUP35;TAF5;ABCE1;PDE7A
ATF2	EnrichR	33/299	0.000432558110059383	0.00121440865809494	CCNT2;RIF1;ROCK2;ARID4B;FOXO3;ETS1;CHD1;FOXO1;YY1;CCND1;AKT1;SUZ12;CREBBP;JUN;ZFR;TET2;CD3EAP;FOS;ESR1;YWHAZ;NFKB1;RUNX1;PUM2;NCOR2;ZEB2;ZEB1;CREB1;RPS6KB1;ETNK1;WAC;TCF3;CLOCK;ATF3
ATF2	hg19	124/1641	0.00263359139602074	0.0171920846332234	OTUD4;ZNF451;RIF1;RPL32;RRP1;GCC1;RRP8;IPO4;ALKBH8;NPPC;CNST;RGS1;FBXO4;ANKFY1;LUC7L;ZNF689;ABT1;YOD1;TICAM1;KCTD5;RC3H2;GEM;TMEM126A;SBDS;TFAM;NUP98;RAF1;RPL28;ATF4;CDC42SE1;IPPK;LRRC59;RPS19BP1;YTHDC1;ZC3HAV1;ACTR3B;ANAPC10;SPATA5L1;ERI1;RRS1;ZNF668;RCE1;ZC3H13;ATG5;NOP14;KLHL28;ZBTB11;PA2G4;LARP4;NFKB1;ZC3HC1;FOSL1;NFKBIA;AIMP2;COPS3;NPLOC4;NR4A3;TAF4B;NOL10;ZNF655;NOL11;CDK12;CPEB3;ZNF653;ZNF410;ARHGAP9;CITED2;FASTKD2;OGG1;CLTB;RND1;IRF2BPL;NOB1;PDE4A;RRP12;RRP15;IQCB1;ZNF121;CHUK;ZFR;FAM207A;IQCC;FOS;RABGGTB;COQ10B;TERF2;WRAP73;RAD51C;PTRH2;RPUSD2;FRG1;KXD1;ITGB1BP1;RNF166;SASH3;ZNF473;ZNF593;NUFIP1;SRF;AKAP8;NOL8;NOC4L;RNF138;TDG;NUP43;CCT5;CCT4;REPS1;GADD45GIP1;YTHDF2;KRR1;GINS3;NOC3L;FAM104A;FBXL12;RSL1D1;NECAP1;RFWD3;SRRD;ZNF614;CEBPZ;TAF5;CKLF;TAF2
ATF2	hg19	141/1906	0.0030075577677739	0.0191731807695586	ZNF330;CRTC2;RIF1;RPL32;CCNH;LRR1;RRP1;ATN1;GCC1;RRP8;IPO4;CCND1;ANKFY1;ABT1;TLE3;ANAPC7;GIN1;CSNK1D;ARMC8;LEMD3;RC3H2;CCNB1IP1;GEM;ISL2;PDE12;TMEM126A;GEMIN5;NUP98;RAF1;SCG2;ATF4;KLHL18;IPPK;ZCCHC8;LRRC59;YTHDC1;ANAPC10;FBXO40;ORC1;VTI1A;ZNF547;RPRD1B;NRBF2;ATG5;ZNF143;NOP14;GADD45B;FBXO38;ZBTB11;PA2G4;ZFHX4;FOSL2;ZC3HC1;FOSL1;NR4A2;COPS3;NR4A3;INTS6;NOL11;CDK12;CPEB3;ZNF410;FARSB;NFKBIB;SCYL3;CSRNP2;FEN1;CITED2;FAF1;CLTB;OSBPL11;SYNCRIP;SART1;SPRED2;ZNF408;NUP62;ZNF527;RSPO2;PDE4A;RIOK2;ZNF764;LMCD1;RRP15;ZNF121;WDR36;TBP;CHUK;TEX10;NSUN3;TMC7;RAD23A;LSR;TFB2M;NME1;RPUSD4;LSG1;CREB1;PTRH2;RPUSD2;FRG1;GART;WDR25;ZNF593;NUFIP1;NUFIP2;AKAP8;NOL8;NOC4L;NT5C;GGA1;EXOSC4;PUF60;KCTD21;EXOSC9;TDG;LRRC8A;RBBP6;ZNF621;LDLR;CCT4;REPS1;YTHDF2;KCNB1;KRR1;CNBP;SPRY4;FBXL18;RSRC2;ADAT2;IRGQ;KLF6;NECAP1;KANSL2;RFWD3;SRRD;ZNF614;ASB6;NUP35;TAF5;ABCE1;FSIP1
ATF3	EnrichR	45/299	7.43635291574737e-09	8.82618163310429e-08	ERRFI1;CSRNP1;CITED2;NEDD9;ADM;IRS2;ADRB2;AREG;ETS1;RELB;OASL;RASD1;NFIL3;CCND1;RGS1;STC2;ZC3H12A;PDE4B;CHAC1;LDLR;KLF10;XBP1;JUN;GADD45B;TIPARP;SPHK1;LIF;ARID5B;FOS;KLF4;F3;GEM;KLF2;RUNX1;FOSL2;NFKB2;FOSL1;NR4A2;NFKBIA;RCAN1;NR4A1;ARC;KLF6;NR4A3;ATF4
ATF3	hg19	114/1433	0.000682627535794723	0.00709525422806015	RRP1;GCC1;PWP1;ALKBH8;ZFYVE28;CHCHD4;FAM122A;LUC7L;ARL16;KCNH1;ABT1;KCNH4;RNF44;FBXW7;WDR74;RFX3;ATAD3A;KCTD5;ORAI2;SRFBP1;CDC42SE1;IPPK;ZCCHC8;LRRC59;INTU;NPRL3;ISG20L2;CLEC16A;FBXO45;ZC3HAV1;RLF;ANAPC10;FBXO42;FAM83G;CSTF1;ZNF547;ZC3H18;RPRD1B;RCE1;ATG5;TMEM120B;ZNF143;JUN;ZNF263;FBXO38;NUP153;TIMM44;NR1D2;NR1D1;FBXO31;FOSL2;CLK1;FOSL1;AHI1;CDK7;FUBP3;NOL10;FANK1;CSRNP1;PAK1IP1;FAF1;ZFAND2A;WDR4;CLTB;WDR43;IRF2BPL;CHAF1A;ACTR1B;XPO5;PDE4A;TEAD1;ZNF121;TBP;RAD23A;IQCC;NIPA2;F3;ARFGAP1;QTRT1;RPUSD4;SUPV3L1;ZEB1;RAD51C;LANCL2;ATG4B;ZNF598;RNF166;ARF6;ZNF593;CTDP1;NUFIP1;SRRT;NOL8;NOC4L;TAF1D;CDC45;ZNF507;EXOSC9;LRRC8A;CEPT1;CCT4;ZNF341;YTHDF2;ARID3A;RRP1B;ADAT2;RPIA;KLF6;WEE1;NECAP1;SRRD;ZNF614;ABCE1;RAN
ATF3	human tf ARCHS4 coexpression	38/299	7.44634547404611e-06	0.000139538039100603	CSRNP1;ITPRIP;RNF19B;STX11;RELB;RND1;OASL;IRAK2;ZC3H12A;FLVCR2;PXDC1;LONRF3;JUN;GADD45B;SPHK1;KCNK13;TICAM1;ETV3;KLF4;GEM;NFKB1;FOSL2;NFKB2;ABTB2;NFKBIA;ITPKC;NR4A1;ARHGAP10;SPSB1;KLF6;NR4A3;NEURL3;CLCF1;RAPGEF1;RAB7B;NFKBIE;OTUD1;ATF4
