Term	Type	Overlap	P.value	Adjusted.P.value	Genes
GRK4	human kinase ARCHS4 coexpression	8/299	0.00599988820250131	0.0987254331502489	ZNF793;ZNF396;ZNF383;ZNF283;ZNF382;ZNF506;ZNF527;ZNF554
HUNK	human kinase ARCHS4 coexpression	11/299	9.1921833146078e-05	0.00302506396353457	ZNF793;ZNF583;ZNF382;ZNF506;CHD7;ZNF527;NANOG;ZNF347;ZNF445;ZKSCAN1;ZNF431
IGF1R	knockdown 96h HEPG2 	9/300	0.00169261126032632	0.152156843823019	ZNF287;ZNF221;SETDB1;ZNF606;ZNF613;ZNF304;HBP1;ZNF780B;ZNF224
JAK2	knockdown 96h PC3 	8/300	0.00611789604147534	0.935945574119061	ZNF550;ZNF362;CCNT2;ZNF493;ZNF10;ZBTB7A;ZNF224;ZNF234
KCNG1	knockdown 96h MCF7 	10/300	0.000420670801583792	0.935945574119061	ATF2;ZNF550;ZNF253;ZNF571;ZNF197;CCNT2;RFX5;ZNF41;ZNF10;CTCF
KCNMA1	knockdown 96h A549 	8/300	0.00611789604147534	0.25800904787259	ZNF493;ZNF613;TCF3;ZNF358;ZBTB7A;ZNF224;ZNF234;MXD4
KISS1R	knockdown 96h HT29 	9/300	0.00169261126032632	0.152156843823019	ZNF287;ZNF155;ZNF254;ZNF362;SIX5;ZNF180;ZNF701;ZNF224;ZNF345
LCK	knockdown 96h A375 	9/300	0.00169261126032632	0.152156843823019	ZNF287;ZNF221;SIX5;HBP1;ZNF780B;CLOCK;ZNF268;ZNF224;ZKSCAN1
LRRK2	knockdown 96h MCF7 	8/300	0.00611789604147534	0.25800904787259	ZNF287;ZNF221;ZNF143;ZNF132;ZNF197;POLR2A;ZNF10;CLOCK
LYN	knockdown 96h HEPG2 	8/300	0.00611789604147534	0.25800904787259	ZNF254;ZNF221;ZNF550;ZNF10;ZNF701;ZNF780B;ZNF224;ZNF345
MAP2K1	knockdown 96h A549 	8/300	0.00611789604147534	0.25800904787259	YY1;ZNF287;ZNF221;ZNF362;ZNF606;ZNF419;ZNF358;ZNF134
MAP3K13	human kinase ARCHS4 coexpression	11/299	9.1921833146078e-05	0.00302506396353457	ZNF320;ZNF793;ZNF583;ZNF829;ZNF570;ZNF382;ZNF529;ZNF506;ZNF527;ZNF599;ZNF431
MAP4K3	knockdown 96h A375 	8/300	0.00611789604147534	0.25800904787259	ZNF132;ZNF493;ZNF701;ZNF780B;TCF3;ZNF358;ZBTB7A;RNF2
MAP4K3	knockdown 96h HEPG2 	9/300	0.00169261126032632	0.152156843823019	SETDB1;ZNF419;SIX5;MYB;ZNF613;TCF3;ZBTB7A;ZNF224;ZNF211
MAPK14	knockdown 96h HEPG2 	8/300	0.00611789604147534	0.25800904787259	SIX5;ZNF180;HBP1;ZNF227;ZNF45;ZNF268;ZNF136;ZNF224
MAPK1	knockdown 131 GSE31534 	11/300	9.46809583458572e-05	0.021208534669472	ZNF17;ZNF155;ZNF493;ZNF84;MYB;ZNF546;ZNF12;ZNF780A;ZNF654;ZNF763;ZNF510
MAPK1	knockdown 96h HEPG2 	10/300	0.000420670801583792	0.0958007638806822	ZNF155;ZNF254;ZNF221;ZNF197;SIX5;ZNF84;ZBTB7A;ZNF224;ZNF234;ZNF222
MAPKAPK3	knockdown 96h PC3 	8/300	0.00611789604147534	0.935945574119061	ZNF384;ZNF197;POLR2A;NFYA;ZNF41;ZNF613;CLOCK;RNF2
MAPKAPK5	human kinase ARCHS4 coexpression	16/299	1.45853923943834e-08	5.27991204676679e-06	ZNF320;ZNF793;ZNF383;ZNF493;ZNF283;ZNF382;ZFP14;ZNF605;ZNF506;ZNF527;ZNF766;ZNF347;ZNF445;ZNF554;ZNF268;ZNF431
MRGPRX2	knockdown 96h HEPG2 	8/300	0.00611789604147534	0.25800904787259	ZNF287;ZNF221;ZMAT4;ZNF10;SMC3;ZNF302;ZNF345;ZNF211
MST1R	knockdown 96h HCC515 	9/300	0.00169261126032632	0.152156843823019	ZNF287;ZNF254;ZNF221;ZNF493;HBP1;ZNF780B;TCF3;CLOCK;ZNF234
MTOR	knockdown 96h HCC515 	8/300	0.00611789604147534	0.25800904787259	ZNF287;ZNF221;ZNF606;ZNF780B;CLOCK;ZNF268;ZNF234;ZNF222
MYO3B	human kinase ARCHS4 coexpression	9/299	0.00165445293772085	0.0374319977159341	ZNF320;ZNF793;ZNF570;ZNF283;ZNF419;ZNF506;ZNF527;ZNF347;ZNF268
NEK1	human kinase ARCHS4 coexpression	11/299	9.1921833146078e-05	0.00302506396353457	ATF2;ZNF141;ZNF606;TBL1XR1;ZNF182;CHD7;ZNF568;ZFP82;ZNF780A;LCORL;ZKSCAN1
NEK2	knockdown 96h MCF7 	8/300	0.00611789604147534	0.935945574119061	ATF2;ZNF384;CCNT2;ZNF141;ZNF41;ZNF613;GABPA;ZNF234
NEK5	human kinase ARCHS4 coexpression	11/299	9.1921833146078e-05	0.00302506396353457	ZNF793;ZNF396;ZNF383;ZNF493;ZNF283;ZNF419;ZNF506;ZNF527;ZNF445;ZNF554;ZNF268
NIM1K	human kinase ARCHS4 coexpression	9/299	0.00165445293772085	0.0374319977159341	ZNF320;ZNF793;ZNF396;ZNF283;ZNF382;ZNF470;ZNF506;ZNF527;ZNF548
NPY1R	knockdown 96h HA1E 	9/300	0.00169261126032632	0.152156843823019	ZNF287;ZNF221;ZNF550;CCNT2;ZNF45;ZNF510;ZNF224;GABPA;ZNF234
NR0B1	knockdown 96h HCC515 	8/300	0.00611789604147534	0.25800904787259	ZNF287;ZNF132;ZNF141;ZNF41;ZNF780B;CLOCK;GABPA;ZNF234
NR2C2	knockdown 96h A549 	9/300	0.00169261126032632	0.152156843823019	ZNF155;ZNF550;ZNF132;ZNF197;ZNF419;ZNF84;ZBTB7A;ZNF134;ZNF222
NR2F6	knockdown 96h A375 	8/300	0.00611789604147534	0.935945574119061	ZNF287;CCNT2;NFYB;ZNF41;SMC3;CLOCK;ZNF345;ZNF234
NR2F6	knockdown 96h MCF7 	8/300	0.00611789604147534	0.935945574119061	ZNF287;ZNF221;ZNF550;ZNF571;ZNF197;ZNF41;ZNF10;ZNF345
OR10Z1	knockdown 96h A549 	8/300	0.00611789604147534	0.25800904787259	ZNF254;ZNF221;ZNF613;HBP1;ZNF510;ZNF224;ZNF345;ZNF234
OXTR	knockdown 96h HEPG2 	10/300	0.000420670801583792	0.0958007638806822	ZNF254;ZNF221;NFYA;ZNF180;ZNF701;ZNF45;ZNF136;ZNF224;RNF2;ZNF222
PDGFRA	knockdown 96h PC3 	8/300	0.00611789604147534	0.935945574119061	ZNF221;ZNF550;ZNF197;ZNF141;ZNF529;ZNF304;ATF6;ZNF134
PDK1	human kinase ARCHS4 coexpression	11/299	9.1921833146078e-05	0.00302506396353457	ZNF583;ZNF197;THAP5;ZNF141;TBL1XR1;ZNF84;CHD7;ZNF527;ZNF548;ZNF568;ZNF211
PIM3	knockdown 96h A375 	8/300	0.00611789604147534	0.25800904787259	ZNF287;ZNF143;ZNF253;ZNF506;MYB;CHD7;ZNF701;ZNF780B
PLK2	knockdown 96h A549 	9/300	0.00169261126032632	0.152156843823019	ZNF221;NFYA;ZNF606;ZNF419;ZNF84;ZNF180;ZNF613;ZNF224;ZNF134
POMK	human kinase ARCHS4 coexpression	11/299	9.1921833146078e-05	0.00302506396353457	ZNF793;ZNF540;ZNF382;ZNF506;ZNF548;ZNF416;ZNF678;ZNF780B;ZNF226;ZNF445;ZNF431
PRKCA	knockdown 96h A549 	8/300	0.00611789604147534	0.25800904787259	ZNF287;ZNF221;ZNF550;CCNT2;MYB;ZNF613;ZNF45;CLOCK
PRKCI	knockdown 96h A549 	10/300	0.000420670801583792	0.0958007638806822	ZNF550;ZNF419;ZNF41;ZNF701;ZNF613;CLOCK;ZBTB7A;ZNF224;ZNF234;ZNF134
PRKDC	knockdown 96h A549 	15/300	1.02180137357815e-07	0.000349047349214297	ZNF155;ZNF221;ZNF550;ZNF132;ZNF180;ZNF10;POLR2A;ZNF419;ZNF84;MYB;ZNF613;ZNF304;ZNF227;ZNF224;ZNF222
PTGER4	knockdown 96h HEPG2 	9/300	0.00169261126032632	0.152156843823019	ZNF221;ZNF362;ZNF41;ZNF780B;ZNF12;ZNF248;CLOCK;ZBTB7A;ZNF345
PTGFR	knockdown 96h MCF7 	8/300	0.00611789604147534	0.25800904787259	ZNF221;ZNF550;SETDB1;ZNF419;RFX5;NANOG;CLOCK;ZNF224
PTK2	human kinase ARCHS4 coexpression	8/299	0.00599988820250131	0.0987254331502489	ZNF254;ZNF91;ZNF283;ZNF605;ZNF506;CHD7;ZNF445;ZNF554
PTK2	knockdown 96h HT29 	8/300	0.00611789604147534	0.25800904787259	ZNF287;ZNF221;ZNF550;ZNF613;HBP1;ZNF780B;ZNF227;ZNF234
RIOK3	knockdown 96h A375 	8/300	0.00611789604147534	0.25800904787259	ZNF221;ZNF140;ZNF419;ZNF780B;ZBTB7A;ZNF224;ZNF345;ZKSCAN1
RIOK3	knockdown 96h HCC515 	8/300	0.00611789604147534	0.25800904787259	ZNF254;ZNF221;ZNF362;CCNT2;TCF3;CLOCK;ZNF234;MXD4
RIPK1	knockdown 96h A549 	8/300	0.00611789604147534	0.25800904787259	ZNF287;ZNF221;ZNF132;ZNF493;GTF2B;MYB;ZNF780B;ZNF224
RIPK2	knockdown 96h HEPG2 	8/300	0.00611789604147534	0.25800904787259	ZNF221;ZNF132;ZNF253;ZNF613;ZNF780B;ZNF234;RNF2;ZNF222
RIPK3	knockdown 96h A549 	8/300	0.00611789604147534	0.25800904787259	ZNF287;ZNF221;ZNF132;ZNF493;SETDB1;MYB;ZNF780B;RNF2
RPS6KA5	human kinase ARCHS4 coexpression	10/299	0.00040980443286457	0.0114114772843826	ZNF320;ZNF793;ZNF383;ZNF283;ZNF506;ZNF766;ZNF347;ZNF445;ZNF554;ZNF268
RXRA	knockdown 96h HCC515 	10/300	0.000420670801583792	0.0958007638806822	ZNF550;ZNF143;ZNF197;ZNF419;ZNF227;ZNF358;ZNF302;ZNF224;ZNF134;ZNF222
RXRB	knockdown 96h A549 	8/300	0.00611789604147534	0.25800904787259	ZNF197;MYB;CHD7;ZNF41;NANOG;ZBTB7A;ZNF224;ZNF211
SCNN1A	knockdown 96h HA1E 	9/300	0.00169261126032632	0.152156843823019	ZNF550;ZNF419;MYB;ZNF701;ZNF304;ZNF227;ZNF45;ZBTB7A;ZKSCAN1
SGK3	human kinase ARCHS4 coexpression	8/299	0.00599988820250131	0.0987254331502489	ZNF793;ZNF383;ZNF283;ZNF506;ZNF527;ZNF766;ZNF347;ZNF445
STK10	knockdown 96h MCF7 	9/300	0.00169261126032632	0.152156843823019	ZNF221;ZNF362;POLR2A;SIX5;ZNF41;ZNF613;ZNF780B;ZBTB7A;ZNF234
STK24	knockdown 96h HCC515 	11/300	9.46809583458572e-05	0.0646860307418896	ZNF155;ZNF254;ZNF362;ZNF493;POLR2A;ZNF506;ZNF10;ZNF613;HBP1;ZNF345;ZNF234
STK25	knockdown 96h HEPG2 	10/300	0.000420670801583792	0.0958007638806822	ZNF550;POLR2A;SIX5;ZNF10;ZNF613;ZNF780B;ZNF227;ZBTB7A;ZNF224;ZNF234
STK38L	knockdown 96h HCC515 	9/300	0.00169261126032632	0.152156843823019	ZNF155;ZNF221;ZNF362;ZNF41;ZNF780B;ZNF510;ZNF224;GABPA;ZNF234
TBCK	human kinase ARCHS4 coexpression	8/299	0.00599988820250131	0.0987254331502489	ZNF254;ZNF91;ZNF708;ZNF382;ZNF780A;LCORL;ZKSCAN1;ZNF585A
TESK1	knockdown 96h HT29 	10/300	0.000420670801583792	0.0958007638806822	ZNF221;SETDB1;ZNF606;ZNF419;ZNF701;ZNF227;ZNF45;ZNF224;ZNF134;ZNF222
TRPM2	knockdown 96h HA1E 	8/300	0.00611789604147534	0.25800904787259	ZNF287;ZNF550;ZNF132;SIX5;ZNF613;ZNF780B;ZBTB7A;ZNF234
TRPM7	overexpression 305 GSE23102 	10/300	0.000420670801583792	0.0933889179516018	ZNF829;ZNF71;ZNF419;GTF2B;ZNF404;ZNF514;ZNF700;CHD1;FOXP2;ZNF585A
TYK2	knockdown 96h HA1E 	12/300	1.94324441986484e-05	0.0331906146912915	ZNF221;ZNF550;ZNF132;ZNF197;ZNF419;SIX5;ZNF227;ZNF45;ZNF510;ZNF224;ZNF234;ZNF222
TYK2	knockdown 96h HEPG2 	9/300	0.00169261126032632	0.152156843823019	ZNF254;ZNF221;ZNF550;ZNF197;CCNT2;ZNF180;ZNF268;ZNF136;ZNF222
TYRO3	knockdown 96h A549 	8/300	0.00611789604147534	0.25800904787259	ZNF287;ZNF221;ZNF132;ZNF141;ZNF493;GTF2B;ZNF780B;ZNF224
TYRO3	knockdown 96h PC3 	8/300	0.00611789604147534	0.25800904787259	ZNF550;ZNF493;SETDB1;NANOG;ZNF248;ZNF345;IRF9;RNF2
VRK2	knockdown 96h HA1E 	8/300	0.00611789604147534	0.25800904787259	SIX5;ZNF41;ZNF613;ZNF227;ZNF45;ATF6;CLOCK;ZNF222
WEE1	knockdown 96h HEPG2 	8/300	0.00611789604147534	0.25800904787259	ZNF221;ZNF550;ZNF362;ZNF141;ZNF701;ZNF780B;ZNF224;ZNF234
WNK3	human kinase ARCHS4 coexpression	11/299	9.1921833146078e-05	0.00302506396353457	ZNF253;ZNF91;ZNF708;ZNF382;TBL1XR1;ZNF260;CHD7;ZNF527;ZNF138;SMC3;ZNF431
