	Term	Overlap	P.value	Adjusted.P.value	Old.P.value	Old.Adjusted.P.value	Odds.Ratio	Combined.Score	Genes
33	T-helper cell lineage commitment (GO:0002295)	1/8	0.00159912845075281	0.00943146345489137	0	0	951.857142857143	6128.33852699501	STAT3
34	stress-induced premature senescence (GO:0090400)	1/8	0.00159912845075281	0.00943146345489137	0	0	951.857142857143	6128.33852699501	TP53
35	positive regulation of RNA polymerase II transcriptional preinitiation complex assembly (GO:0045899)	1/8	0.00159912845075281	0.00943146345489137	0	0	951.857142857143	6128.33852699501	TP53
36	cellular response to interleukin-21 (GO:0098757)	1/8	0.00159912845075281	0.00943146345489137	0	0	951.857142857143	6128.33852699501	STAT3
37	leptin-mediated signaling pathway (GO:0033210)	1/8	0.00159912845075281	0.00943146345489137	0	0	951.857142857143	6128.33852699501	STAT3
38	T-helper 17 cell differentiation (GO:0072539)	1/8	0.00159912845075281	0.00943146345489137	0	0	951.857142857143	6128.33852699501	STAT3
39	negative regulation of telomerase activity (GO:0051974)	1/8	0.00159912845075281	0.00943146345489137	0	0	951.857142857143	6128.33852699501	TP53
40	response to leptin (GO:0044321)	1/8	0.00159912845075281	0.00943146345489137	0	0	951.857142857143	6128.33852699501	STAT3
41	regulation of helicase activity (GO:0051095)	1/9	0.00179888584668881	0.00943146345489137	0	0	832.833333333333	5263.99618926454	TP53
42	interleukin-23-mediated signaling pathway (GO:0038155)	1/9	0.00179888584668881	0.00943146345489137	0	0	832.833333333333	5263.99618926454	STAT3
43	mitotic G1/S transition checkpoint (GO:0044819)	1/10	0.0019986133767566	0.00943146345489137	0	0	740.259259259259	4600.93459586868	TP53
44	mitotic G1 DNA damage checkpoint (GO:0031571)	1/10	0.0019986133767566	0.00943146345489137	0	0	740.259259259259	4600.93459586868	TP53
45	G1 DNA damage checkpoint (GO:0044783)	1/10	0.0019986133767566	0.00943146345489137	0	0	740.259259259259	4600.93459586868	TP53
46	cellular response to growth hormone stimulus (GO:0071378)	1/10	0.0019986133767566	0.00943146345489137	0	0	740.259259259259	4600.93459586868	STAT3
47	positive regulation of execution phase of apoptosis (GO:1900119)	1/10	0.0019986133767566	0.00943146345489137	0	0	740.259259259259	4600.93459586868	TP53
48	positive regulation of T cell apoptotic process (GO:0070234)	1/10	0.0019986133767566	0.00943146345489137	0	0	740.259259259259	4600.93459586868	TP53
49	positive regulation of intracellular steroid hormone receptor signaling pathway (GO:0033145)	1/10	0.0019986133767566	0.00943146345489137	0	0	740.259259259259	4600.93459586868	YAP1
50	positive regulation of posttranscriptional gene silencing (GO:0060148)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	STAT3
51	miRNA mediated inhibition of translation (GO:0035278)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	STAT3
52	negative regulation of translation, ncRNA-mediated (GO:0040033)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	STAT3
53	interleukin-27-mediated signaling pathway (GO:0070106)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	STAT3
54	replicative senescence (GO:0090399)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	TP53
55	interleukin-35-mediated signaling pathway (GO:0070757)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	STAT3
56	regulation of histone deacetylation (GO:0031063)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	TP53
57	regulation of feeding behavior (GO:0060259)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	STAT3
58	positive regulation of protein deacetylation (GO:0090312)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	TP53
59	positive regulation of histone deacetylation (GO:0031065)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	TP53
60	positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	TP53
61	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902166)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	KDM1A
62	regulation of RNA polymerase II transcriptional preinitiation complex assembly (GO:0045898)	1/11	0.00219831103083934	0.00943146345489137	0	0	666.2	4077.18792037783	TP53
63	regulation of intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:1902165)	1/12	0.00239797880116383	0.00946528818356216	0	0	605.606060606061	3653.69952474798	KDM1A
64	histone H3-K9 demethylation (GO:0033169)	1/12	0.00239797880116383	0.00946528818356216	0	0	605.606060606061	3653.69952474798	KDM1A
65	negative regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043518)	1/12	0.00239797880116383	0.00946528818356216	0	0	605.606060606061	3653.69952474798	KDM1A
66	eye photoreceptor cell differentiation (GO:0001754)	1/12	0.00239797880116383	0.00946528818356216	0	0	605.606060606061	3653.69952474798	STAT3
67	negative regulation of programmed cell death (GO:0043069)	2/408	0.00242400457919809	0.00946528818356216	0	0	48.2512315270936	290.5850476884	STAT3;TP53
68	muscle cell development (GO:0055001)	1/13	0.00259761668195503	0.00946528818356216	0	0	555.111111111111	3304.66577022197	KDM1A
69	chromatin assembly or disassembly (GO:0006333)	1/13	0.00259761668195503	0.00946528818356216	0	0	555.111111111111	3304.66577022197	TP53
70	regulation of execution phase of apoptosis (GO:1900117)	1/13	0.00259761668195503	0.00946528818356216	0	0	555.111111111111	3304.66577022197	TP53
71	DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)	1/13	0.00259761668195503	0.00946528818356216	0	0	555.111111111111	3304.66577022197	TP53
72	cellular response to interleukin-15 (GO:0071350)	1/13	0.00259761668195503	0.00946528818356216	0	0	555.111111111111	3304.66577022197	STAT3
73	interleukin-15-mediated signaling pathway (GO:0035723)	1/13	0.00259761668195503	0.00946528818356216	0	0	555.111111111111	3304.66577022197	STAT3
74	negative regulation of intrinsic apoptotic signaling pathway by p53 class mediator (GO:1902254)	1/14	0.00279722466880109	0.0097902863408038	0	0	512.384615384615	3012.37450495212	KDM1A
75	interleukin-6-mediated signaling pathway (GO:0070102)	1/14	0.00279722466880109	0.0097902863408038	0	0	512.384615384615	3012.37450495212	STAT3
76	DNA damage response, signal transduction resulting in transcription (GO:0042772)	1/14	0.00279722466880109	0.0097902863408038	0	0	512.384615384615	3012.37450495212	TP53
77	negative regulation of nucleic acid-templated transcription (GO:1903507)	2/444	0.00286424725652125	0.00979300306076068	0	0	44.2398190045249	259.044034963487	KDM1A;TP53
78	positive regulation of protein export from nucleus (GO:0046827)	1/15	0.00299680275873185	0.00979300306076068	0	0	475.761904761905	2764.27624635263	TP53
79	response to X-ray (GO:0010165)	1/15	0.00299680275873185	0.00979300306076068	0	0	475.761904761905	2764.27624635263	TP53
80	JAK-STAT cascade involved in growth hormone signaling pathway (GO:0060397)	1/15	0.00299680275873185	0.00979300306076068	0	0	475.761904761905	2764.27624635263	STAT3
81	negative regulation of signal transduction by p53 class mediator (GO:1901797)	1/15	0.00299680275873185	0.00979300306076068	0	0	475.761904761905	2764.27624635263	KDM1A
82	cellular response to cytokine stimulus (GO:0071345)	2/456	0.00301889568038487	0.00979300306076068	0	0	43.0440528634361	249.778792661656	STAT3;TP53
83	regulation of cell cycle phase transition (GO:1901987)	1/16	0.0031963509494466	0.0101217780065809	0	0	444.022222222222	2551.23866220785	TP53
84	regulation of stem cell proliferation (GO:0072091)	1/16	0.0031963509494466	0.0101217780065809	0	0	444.022222222222	2551.23866220785	YAP1
85	positive regulation of transcription initiation from RNA polymerase II promoter (GO:0060261)	1/17	0.00339586923953755	0.0104224613094184	0	0	416.25	2366.46263334062	TP53
86	DNA packaging (GO:0006323)	1/17	0.00339586923953755	0.0104224613094184	0	0	416.25	2366.46263334062	TP53
87	negative regulation of apoptotic process (GO:0043066)	2/485	0.00340885012751655	0.0104224613094184	0	0	40.399585921325	229.525409584231	STAT3;TP53
88	negative regulation of fibroblast proliferation (GO:0048147)	1/18	0.00359535762737599	0.0105194959321373	0	0	391.745098039216	2204.78521421542	TP53
89	regulation of mitochondrial membrane permeability (GO:0046902)	1/18	0.00359535762737599	0.0105194959321373	0	0	391.745098039216	2204.78521421542	TP53
90	negative regulation of cellular macromolecule biosynthetic process (GO:2000113)	2/512	0.00379243922142677	0.0105194959321373	0	0	38.2078431372549	212.999015840356	KDM1A;TP53
91	cellular response to interleukin-7 (GO:0098761)	1/19	0.00379481611267646	0.0105194959321373	0	0	369.962962962963	2062.21770118864	STAT3
92	mitochondrial membrane organization (GO:0007006)	1/19	0.00379481611267646	0.0105194959321373	0	0	369.962962962963	2062.21770118864	TP53
93	interleukin-7-mediated signaling pathway (GO:0038111)	1/19	0.00379481611267646	0.0105194959321373	0	0	369.962962962963	2062.21770118864	STAT3
94	positive regulation of neuron apoptotic process (GO:0043525)	1/19	0.00379481611267646	0.0105194959321373	0	0	369.962962962963	2062.21770118864	TP53
95	positive regulation of gene silencing by miRNA (GO:2000637)	1/20	0.0039942446960371	0.0105194959321373	0	0	350.473684210526	1935.63138388074	STAT3
96	response to progesterone (GO:0032570)	1/20	0.0039942446960371	0.0105194959321373	0	0	350.473684210526	1935.63138388074	YAP1
97	growth hormone receptor signaling pathway (GO:0060396)	1/20	0.0039942446960371	0.0105194959321373	0	0	350.473684210526	1935.63138388074	STAT3
98	regulation of cell development (GO:0060284)	1/20	0.0039942446960371	0.0105194959321373	0	0	350.473684210526	1935.63138388074	YAP1
99	eye morphogenesis (GO:0048592)	1/20	0.0039942446960371	0.0105194959321373	0	0	350.473684210526	1935.63138388074	STAT3
100	intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator (GO:0042771)	1/20	0.0039942446960371	0.0105194959321373	0	0	350.473684210526	1935.63138388074	TP53
101	entrainment of circadian clock by photoperiod (GO:0043153)	1/20	0.0039942446960371	0.0105194959321373	0	0	350.473684210526	1935.63138388074	TP53
102	mRNA transcription (GO:0009299)	1/21	0.00419364337662754	0.010726049405605	0	0	332.933333333333	1822.53878648676	TP53
103	histone lysine demethylation (GO:0070076)	1/21	0.00419364337662754	0.010726049405605	0	0	332.933333333333	1822.53878648676	KDM1A
104	photoperiodism (GO:0009648)	1/21	0.00419364337662754	0.010726049405605	0	0	332.933333333333	1822.53878648676	TP53
105	positive regulation of erythrocyte differentiation (GO:0045648)	1/22	0.00439301215541238	0.0110239738994311	0	0	317.063492063492	1720.93824501994	STAT3
106	STAT cascade (GO:0097696)	1/22	0.00439301215541238	0.0110239738994311	0	0	317.063492063492	1720.93824501994	STAT3
107	regulation of protein oligomerization (GO:0032459)	1/23	0.00459235103352132	0.0112070217882264	0	0	302.636363636364	1629.20145641595	TP53
108	cellular response to interleukin-6 (GO:0071354)	1/23	0.00459235103352132	0.0112070217882264	0	0	302.636363636364	1629.20145641595	STAT3
109	positive regulation of protein oligomerization (GO:0032461)	1/23	0.00459235103352132	0.0112070217882264	0	0	302.636363636364	1629.20145641595	TP53
110	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage (GO:1902230)	1/24	0.00479166001182121	0.0113469213517422	0	0	289.463768115942	1545.99077797272	KDM1A
111	positive regulation of endopeptidase activity (GO:0010950)	1/24	0.00479166001182121	0.0113469213517422	0	0	289.463768115942	1545.99077797272	STAT3
112	DNA geometric change (GO:0032392)	1/24	0.00479166001182121	0.0113469213517422	0	0	289.463768115942	1545.99077797272	TP53
113	regulation of DNA damage response, signal transduction by p53 class mediator (GO:0043516)	1/25	0.00499093909080392	0.0113469213517422	0	0	277.388888888889	1470.1975024183	KDM1A
114	regulation of nervous system development (GO:0051960)	1/25	0.00499093909080392	0.0113469213517422	0	0	277.388888888889	1470.1975024183	YAP1
115	glial cell differentiation (GO:0010001)	1/25	0.00499093909080392	0.0113469213517422	0	0	277.388888888889	1470.1975024183	STAT3
116	signal transduction in response to DNA damage (GO:0042770)	1/25	0.00499093909080392	0.0113469213517422	0	0	277.388888888889	1470.1975024183	TP53
117	regulation of cellular protein localization (GO:1903827)	1/25	0.00499093909080392	0.0113469213517422	0	0	277.388888888889	1470.1975024183	KDM1A
118	positive regulation of release of cytochrome c from mitochondria (GO:0090200)	1/26	0.00519018827205704	0.0116015973140098	0	0	266.28	1400.89516742443	TP53
119	response to ketone (GO:1901654)	1/26	0.00519018827205704	0.0116015973140098	0	0	266.28	1400.89516742443	YAP1
120	regulation of nucleic acid-templated transcription (GO:1903506)	2/607	0.00529777630895213	0.0117434041515106	0	0	32.0512396694215	167.963499399675	STAT3;TP53
121	regulation of double-strand break repair via homologous recombination (GO:0010569)	1/27	0.0053894075575754	0.0117963828906509	0	0	256.025641025641	1337.3038039708	KDM1A
122	negative regulation of gene expression (GO:0010629)	2/618	0.00548759104446339	0.0117963828906509	0	0	31.461038961039	163.763073580476	KDM1A;TP53
123	negative regulation of response to DNA damage stimulus (GO:2001021)	1/28	0.00558859694869862	0.0117963828906509	0	0	246.530864197531	1278.76225296813	KDM1A
124	regulation of cellular macromolecule biosynthetic process (GO:2000112)	2/631	0.00571603293242541	0.0117963828906509	0	0	30.7901430842607	159.015086083806	STAT3;TP53
125	cytokine-mediated signaling pathway (GO:0019221)	2/633	0.00575157280415734	0.0117963828906509	0	0	30.689381933439	158.304484282952	STAT3;TP53
126	positive regulation of myeloid cell differentiation (GO:0045639)	1/29	0.00578775644643188	0.0117963828906509	0	0	237.714285714286	1224.70650792205	STAT3
127	positive regulation of transcription from RNA polymerase II promoter in response to stress (GO:0036003)	1/29	0.00578775644643188	0.0117963828906509	0	0	237.714285714286	1224.70650792205	TP53
128	hippo signaling (GO:0035329)	1/30	0.00598688605352586	0.0117963828906509	0	0	229.505747126437	1174.65261061322	YAP1
129	positive regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900740)	1/30	0.00598688605352586	0.0117963828906509	0	0	229.505747126437	1174.65261061322	TP53
130	response to estradiol (GO:0032355)	1/30	0.00598688605352586	0.0117963828906509	0	0	229.505747126437	1174.65261061322	STAT3
131	regulation of intracellular estrogen receptor signaling pathway (GO:0033146)	1/30	0.00598688605352586	0.0117963828906509	0	0	229.505747126437	1174.65261061322	YAP1
132	regulation of protein insertion into mitochondrial membrane involved in apoptotic signaling pathway (GO:1900739)	1/30	0.00598688605352586	0.0117963828906509	0	0	229.505747126437	1174.65261061322	TP53
133	cellular response to drug (GO:0035690)	1/30	0.00598688605352586	0.0117963828906509	0	0	229.505747126437	1174.65261061322	TP53
134	negative regulation of DNA biosynthetic process (GO:2000279)	1/30	0.00598688605352586	0.0117963828906509	0	0	229.505747126437	1174.65261061322	TP53
135	negative regulation of transferase activity (GO:0051348)	1/30	0.00598688605352586	0.0117963828906509	0	0	229.505747126437	1174.65261061322	TP53
136	gene silencing by miRNA (GO:0035195)	1/31	0.00618598577158728	0.0120107460966585	0	0	221.844444444444	1128.1830239295	STAT3
137	regulation of protein export from nucleus (GO:0046825)	1/31	0.00618598577158728	0.0120107460966585	0	0	221.844444444444	1128.1830239295	TP53
138	regulation of erythrocyte differentiation (GO:0045646)	1/32	0.00638505560259709	0.0122473385719866	0	0	214.677419354839	1084.93568598441	STAT3
139	regulation of DNA recombination (GO:0000018)	1/33	0.00658409554809806	0.0122473385719866	0	0	207.958333333333	1044.59515137515	KDM1A
140	positive regulation of nucleocytoplasmic transport (GO:0046824)	1/33	0.00658409554809806	0.0122473385719866	0	0	207.958333333333	1044.59515137515	TP53
141	cellular response to glucose starvation (GO:0042149)	1/33	0.00658409554809806	0.0122473385719866	0	0	207.958333333333	1044.59515137515	TP53
142	positive regulation of Notch signaling pathway (GO:0045747)	1/33	0.00658409554809806	0.0122473385719866	0	0	207.958333333333	1044.59515137515	STAT3
143	positive regulation of intrinsic apoptotic signaling pathway (GO:2001244)	1/33	0.00658409554809806	0.0122473385719866	0	0	207.958333333333	1044.59515137515	TP53
144	regulation of double-strand break repair (GO:2000779)	1/34	0.00678310561064724	0.0124434902926356	0	0	201.646464646465	1006.88537067005	KDM1A
145	negative regulation of DNA binding (GO:0043392)	1/34	0.00678310561064724	0.0124434902926356	0	0	201.646464646465	1006.88537067005	KDM1A
146	muscle cell differentiation (GO:0042692)	1/36	0.00718103609555633	0.0130832575439588	0	0	190.104761904762	938.416342038841	KDM1A
147	base-excision repair (GO:0006284)	1/37	0.00737995652232019	0.0131749559391756	0	0	184.814814814815	907.253621594129	TP53
148	response to steroid hormone (GO:0048545)	1/37	0.00737995652232019	0.0131749559391756	0	0	184.814814814815	907.253621594129	YAP1
149	positive regulation of mitochondrial outer membrane permeabilization involved in apoptotic signaling pathway (GO:1901030)	1/37	0.00737995652232019	0.0131749559391756	0	0	184.814814814815	907.253621594129	TP53
150	positive regulation of neuron death (GO:1901216)	1/38	0.00757884707428762	0.01343982214507	0	0	179.810810810811	877.907258346024	TP53
151	signal transduction by p53 class mediator (GO:0072331)	1/39	0.00777770775431615	0.013481626786519	0	0	175.070175438596	850.22718960169	TP53
152	mitotic DNA damage checkpoint (GO:0044773)	1/39	0.00777770775431615	0.013481626786519	0	0	175.070175438596	850.22718960169	TP53
153	positive regulation of reactive oxygen species metabolic process (GO:2000379)	1/39	0.00777770775431615	0.013481626786519	0	0	175.070175438596	850.22718960169	TP53
154	regulation of cell proliferation (GO:0042127)	2/740	0.00780515235008994	0.013481626786519	0	0	26.0948509485095	126.637560268975	YAP1;TP53
155	regulation of cellular localization (GO:0060341)	1/40	0.00797653856531228	0.0135143901807202	0	0	170.57264957265	824.079236975882	KDM1A
156	regulation of release of cytochrome c from mitochondria (GO:0090199)	1/40	0.00797653856531228	0.0135143901807202	0	0	170.57264957265	824.079236975882	TP53
157	JAK-STAT cascade (GO:0007259)	1/40	0.00797653856531228	0.0135143901807202	0	0	170.57264957265	824.079236975882	STAT3
158	regulation of protein localization (GO:0032880)	1/41	0.00817533951037825	0.0136769830802554	0	0	166.3	799.343073344609	KDM1A
159	cellular response to peptide (GO:1901653)	1/41	0.00817533951037825	0.0136769830802554	0	0	166.3	799.343073344609	TP53
160	cellular response to radiation (GO:0071478)	1/42	0.008374110589681	0.0138354870612121	0	0	162.235772357724	775.91049296681	TP53
161	regulation of telomerase activity (GO:0051972)	1/42	0.008374110589681	0.0138354870612121	0	0	162.235772357724	775.91049296681	TP53
162	intrinsic apoptotic signaling pathway by p53 class mediator (GO:0072332)	1/43	0.00857285180785703	0.014076410993148	0	0	158.365079365079	753.683933210775	TP53
163	regulation of fibroblast proliferation (GO:0048145)	1/46	0.0091688963119721	0.0149627387667765	0	0	147.785185185185	693.3989791915	TP53
164	regulation of intrinsic apoptotic signaling pathway (GO:2001242)	1/47	0.00936751810595902	0.0151867035394604	0	0	144.565217391304	675.192873436754	TP53
165	regulation of apoptotic process (GO:0042981)	2/815	0.0094203236241014	0.0151867035394604	0	0	23.5953259532595	110.069501834782	STAT3;TP53
166	intrinsic apoptotic signaling pathway in response to DNA damage (GO:0008630)	1/48	0.00956611005122314	0.0152370375666189	0	0	141.482269503546	657.825862605875	TP53
167	regulation of cell cycle arrest (GO:0071156)	1/48	0.00956611005122314	0.0152370375666189	0	0	141.482269503546	657.825862605875	TP53
168	regulation of reactive oxygen species metabolic process (GO:2000377)	1/49	0.00976467215022192	0.015460730904518	0	0	138.527777777778	641.242906948784	TP53
169	regulatory region DNA binding (GO:0000975)	4/224	1.53193871026583e-08	8.57885677748867e-07	0	0	79104	1423408.97895796	YAP1;KDM1A;STAT3;TP53
170	transcription regulatory region DNA binding (GO:0044212)	4/374	1.20352475254148e-07	3.36986930711614e-06	0	0	78504	1250791.7581696	YAP1;KDM1A;STAT3;TP53
171	protein phosphatase binding (GO:0019903)	2/92	0.000124829106825032	0.00214905044797178	0	0	221.177777777778	1988.07081031573	STAT3;TP53
172	phosphatase binding (GO:0019902)	2/102	0.000153503603426556	0.00214905044797178	0	0	198.96	1747.22424524743	STAT3;TP53
173	RNA polymerase II transcription factor binding (GO:0001085)	2/121	0.000216079178149367	0.00242008679527291	0	0	167.033613445378	1409.74125683749	STAT3;TP53
174	RNA polymerase II core promoter proximal region sequence-specific DNA binding (GO:0000978)	2/262	0.00100806235564644	0.00632100303376127	0	0	75.9076923076923	523.742221321499	STAT3;TP53
175	protein heterodimerization activity (GO:0046982)	2/265	0.00103111695125023	0.00632100303376127	0	0	75.0304182509506	515.992638158889	YAP1;TP53
176	core promoter proximal region sequence-specific DNA binding (GO:0000987)	2/278	0.00113397516456512	0.00632100303376127	0	0	71.4492753623188	484.570841377354	STAT3;TP53
177	transcription factor activity, RNA polymerase II core promoter proximal region sequence-specific binding (GO:0000982)	2/280	0.00115022517303267	0.00632100303376127	0	0	70.9280575539568	480.026734362409	STAT3;TP53
178	transcriptional activator activity, RNA polymerase II transcription regulatory region sequence-specific binding (GO:0001228)	2/284	0.00118306527772382	0.00632100303376127	0	0	69.9078014184397	471.153870249404	STAT3;TP53
179	transcription coactivator activity (GO:0003713)	2/291	0.00124162559591739	0.00632100303376127	0	0	68.1903114186851	456.284135183725	YAP1;KDM1A
180	histone demethylase activity (H3-K4 specific) (GO:0032453)	1/8	0.00159912845075281	0.00746259943684647	0	0	951.857142857143	6128.33852699501	KDM1A
181	RNA polymerase II basal transcription factor binding (GO:0001091)	1/12	0.00239797880116383	0.00969776894596544	0	0	605.606060606061	3653.69952474798	TP53
182	kinase binding (GO:0019900)	2/418	0.00254271828714839	0.00969776894596544	0	0	47.0673076923077	281.20464544526	STAT3;TP53
183	histone demethylase activity (H3-K9 specific) (GO:0032454)	1/13	0.00259761668195503	0.00969776894596544	0	0	555.111111111111	3304.66577022197	KDM1A
184	RNA polymerase II regulatory region sequence-specific DNA binding (GO:0000977)	2/460	0.00307131981050018	0.0107496193367506	0	0	42.6593886462882	246.812202510118	STAT3;TP53
185	protein kinase binding (GO:0019901)	2/495	0.00354861850311044	0.0116895668337756	0	0	39.5598377281947	223.164834165999	STAT3;TP53
186	protein phosphatase 2A binding (GO:0051721)	1/20	0.0039942446960371	0.0122462694227235	0	0	350.473684210526	1935.63138388074	TP53
187	histone acetyltransferase binding (GO:0035035)	1/22	0.00439301215541238	0.0122462694227235	0	0	317.063492063492	1720.93824501994	TP53
188	bHLH transcription factor binding (GO:0043425)	1/22	0.00439301215541238	0.0122462694227235	0	0	317.063492063492	1720.93824501994	KDM1A
189	disordered domain specific binding (GO:0097718)	1/23	0.00459235103352132	0.0122462694227235	0	0	302.636363636364	1629.20145641595	TP53
190	RNA polymerase II repressing transcription factor binding (GO:0001103)	1/28	0.00558859694869862	0.0142255195057783	0	0	246.530864197531	1278.76225296813	STAT3
